timestamp,pid,name,cpu_percent,memory_percent
2026-07-18T17:17:31.723828,24500,QHActiveDefense.exe,20.4,1.03
2026-07-18T17:17:31.723828,82864,Code.exe,8.7,2.07
2026-07-18T17:17:35.777107,0,System Idle Process,1687.8,0.0
2026-07-18T17:17:35.777107,90400,python.exe,44.0,1.34
2026-07-18T17:17:35.777107,24500,QHActiveDefense.exe,19.9,1.03
2026-07-18T17:17:35.777107,4,System,15.1,0.0
2026-07-18T17:17:35.777107,82864,Code.exe,12.5,2.05
2026-07-18T17:17:35.662396,0,System Idle Process,1687.8,0.0
2026-07-18T17:17:35.662396,90400,python.exe,44.0,1.34
2026-07-18T17:17:35.662396,24500,QHActiveDefense.exe,19.9,1.03
2026-07-18T17:17:35.662396,4,System,15.1,0.0
2026-07-18T17:17:35.662396,82864,Code.exe,12.5,2.05
2026-07-18T17:23:31.241176,4492,MemCompression,0.0,4.29
2026-07-18T17:23:31.241176,69528,Code.exe,0.0,3.53
2026-07-18T17:23:31.241176,91168,chrome.exe,0.0,3.02
2026-07-18T17:23:31.241176,60000,chrome.exe,0.0,2.77
2026-07-18T17:23:31.241176,17680,chrome.exe,0.0,2.71
2026-07-18T17:23:31.110331,4492,MemCompression,0.0,4.29
2026-07-18T17:23:31.110331,69528,Code.exe,0.0,3.53
2026-07-18T17:23:31.110331,91168,chrome.exe,0.0,3.02
2026-07-18T17:23:31.110331,60000,chrome.exe,0.0,2.77
2026-07-18T17:23:31.110331,17680,chrome.exe,0.0,2.71
2026-07-18T17:23:35.340336,0,System Idle Process,1669.0,0.0
2026-07-18T17:23:35.340336,58148,python.exe,47.6,1.32
2026-07-18T17:23:35.340336,4,System,38.2,0.0
2026-07-18T17:23:35.340336,24500,QHActiveDefense.exe,18.2,1.05
2026-07-18T17:23:35.340336,66984,dwm.exe,4.4,1.14
2026-07-18T17:23:35.220728,0,System Idle Process,1669.0,0.0
2026-07-18T17:23:35.220728,58148,python.exe,47.6,1.32
2026-07-18T17:23:35.220728,4,System,38.2,0.0
2026-07-18T17:23:35.220728,24500,QHActiveDefense.exe,18.2,1.05
2026-07-18T17:23:35.220728,66984,dwm.exe,4.4,1.14
2026-07-18T17:23:39.481345,0,System Idle Process,1570.4,0.0
2026-07-18T17:23:39.481345,4,System,52.4,0.0
2026-07-18T17:23:39.481345,58148,python.exe,44.4,1.32
2026-07-18T17:23:39.481345,106936,CrossDeviceService.exe,27.9,1.0
2026-07-18T17:23:39.481345,82864,Code.exe,13.2,2.05
2026-07-18T17:23:39.368752,0,System Idle Process,1570.4,0.0
2026-07-18T17:23:39.368752,4,System,52.4,0.0
2026-07-18T17:23:39.368752,58148,python.exe,44.4,1.32
2026-07-18T17:23:39.368752,106936,CrossDeviceService.exe,27.9,1.0
2026-07-18T17:23:39.368752,82864,Code.exe,13.2,2.05
2026-07-18T17:23:43.520191,0,System Idle Process,1588.1,0.0
2026-07-18T17:23:43.520191,4,System,52.9,0.0
2026-07-18T17:23:43.520191,58148,python.exe,46.7,1.32
2026-07-18T17:23:43.520191,24500,QHActiveDefense.exe,18.3,1.05
2026-07-18T17:23:43.520191,82864,Code.exe,16.8,2.0
2026-07-18T17:23:43.397854,0,System Idle Process,1588.1,0.0
2026-07-18T17:23:43.397854,4,System,52.9,0.0
2026-07-18T17:23:43.397854,58148,python.exe,46.7,1.32
2026-07-18T17:23:43.397854,24500,QHActiveDefense.exe,18.3,1.05
2026-07-18T17:23:43.397854,82864,Code.exe,16.8,2.0
2026-07-18T17:23:47.797378,0,System Idle Process,1604.5,0.0
2026-07-18T17:23:47.797378,58148,python.exe,45.8,1.32
2026-07-18T17:23:47.797378,4,System,29.1,0.0
2026-07-18T17:23:47.797378,24500,QHActiveDefense.exe,19.6,1.05
2026-07-18T17:23:47.797378,106936,CrossDeviceService.exe,16.5,1.0
2026-07-18T17:23:47.684718,0,System Idle Process,1604.5,0.0
2026-07-18T17:23:47.684718,58148,python.exe,45.8,1.32
2026-07-18T17:23:47.684718,4,System,29.1,0.0
2026-07-18T17:23:47.684718,24500,QHActiveDefense.exe,19.6,1.05
2026-07-18T17:23:47.684718,106936,CrossDeviceService.exe,16.5,1.0
2026-07-19T03:56:25.223953,87360,Code.exe,0.0,2.98
2026-07-19T03:56:25.223953,65584,Code.exe,0.0,2.94
2026-07-19T03:56:25.223953,60000,chrome.exe,0.0,2.91
2026-07-19T03:56:25.223953,26636,explorer.exe,0.0,2.46
2026-07-19T03:56:25.223953,78736,Code.exe,0.0,2.44
2026-07-19T03:56:32.684062,0,System Idle Process,1637.8,0.0
2026-07-19T03:56:32.684062,30276,python.exe,28.8,1.32
2026-07-19T03:56:32.684062,4,System,22.4,0.0
2026-07-19T03:56:32.684062,24500,QHActiveDefense.exe,20.9,1.12
2026-07-19T03:56:32.684062,65584,Code.exe,12.0,3.01
2026-07-19T03:56:40.092539,0,System Idle Process,1598.6,0.0
2026-07-19T03:56:40.092539,30276,python.exe,32.6,1.32
2026-07-19T03:56:40.092539,24500,QHActiveDefense.exe,28.5,1.12
2026-07-19T03:56:40.092539,4,System,22.1,0.0
2026-07-19T03:56:40.092539,78736,Code.exe,19.6,2.24
2026-07-19T04:00:03.376946,87360,Code.exe,0.0,3.55
2026-07-19T04:00:03.376946,65584,Code.exe,0.0,3.2
2026-07-19T04:00:03.376946,60000,chrome.exe,0.0,3.15
2026-07-19T04:00:03.376946,78736,Code.exe,0.0,2.94
2026-07-19T04:00:03.376946,91168,chrome.exe,0.0,2.64
2026-07-19T04:00:11.147496,0,System Idle Process,1572.6,0.0
2026-07-19T04:00:11.147496,4,System,34.8,0.0
2026-07-19T04:00:11.147496,29380,python.exe,31.0,1.32
2026-07-19T04:00:11.147496,24500,QHActiveDefense.exe,25.1,1.12
2026-07-19T04:00:11.147496,60000,chrome.exe,13.5,3.17
2026-07-19T04:00:18.629419,0,System Idle Process,1580.0,0.0
2026-07-19T04:00:18.629419,4,System,34.9,0.0
2026-07-19T04:00:18.629419,29380,python.exe,29.1,1.32
2026-07-19T04:00:18.629419,24500,QHActiveDefense.exe,22.7,1.12
2026-07-19T04:00:18.629419,78736,Code.exe,8.8,2.49
2026-07-19T04:12:54.266565,87360,Code.exe,0.0,4.77
2026-07-19T04:12:54.266565,65584,Code.exe,0.0,3.84
2026-07-19T04:12:54.266565,60000,chrome.exe,0.0,3.32
2026-07-19T04:12:54.266565,78736,Code.exe,0.0,2.77
2026-07-19T04:12:54.266565,75964,chrome.exe,0.0,2.58
2026-07-19T04:13:01.664042,0,System Idle Process,1651.7,0.0
2026-07-19T04:13:01.664042,96692,python.exe,32.3,1.21
2026-07-19T04:13:01.664042,2384,svchost.exe,20.1,0.06
2026-07-19T04:13:01.664042,4,System,17.5,0.0
2026-07-19T04:13:01.664042,65584,Code.exe,12.3,3.08
2026-07-19T04:13:38.182057,87360,Code.exe,0.0,4.76
2026-07-19T04:13:38.182057,65584,Code.exe,0.0,3.19
2026-07-19T04:13:38.182057,60000,chrome.exe,0.0,3.11
2026-07-19T04:13:38.182057,75964,chrome.exe,0.0,2.67
2026-07-19T04:13:38.182057,78736,Code.exe,0.0,2.66
2026-07-19T04:13:45.902979,0,System Idle Process,1610.1,0.0
2026-07-19T04:13:45.902979,23808,python.exe,30.5,1.21
2026-07-19T04:13:45.902979,4,System,19.6,0.0
2026-07-19T04:13:45.902979,78736,Code.exe,15.7,2.69
2026-07-19T04:13:45.902979,6292,svchost.exe,12.6,0.29
2026-07-19T04:13:53.301100,0,System Idle Process,1650.9,0.0
2026-07-19T04:13:53.301100,23808,python.exe,30.3,1.21
2026-07-19T04:13:53.301100,4,System,16.5,0.0
2026-07-19T04:13:53.301100,66984,dwm.exe,10.0,1.46
2026-07-19T04:13:53.301100,24500,QHActiveDefense.exe,9.5,1.17
2026-07-19T04:14:00.783064,0,System Idle Process,1653.1,0.0
2026-07-19T04:14:00.783064,23808,python.exe,29.3,1.21
2026-07-19T04:14:00.783064,78736,Code.exe,17.1,2.69
2026-07-19T04:14:00.783064,4,System,16.9,0.0
2026-07-19T04:14:00.783064,66984,dwm.exe,11.2,1.46
2026-07-19T04:14:08.286699,0,System Idle Process,1502.3,0.0
2026-07-19T04:14:08.286699,48812,chrome.exe,50.2,2.41
2026-07-19T04:14:08.286699,23808,python.exe,42.3,1.21
2026-07-19T04:14:08.286699,54720,OmenCommandCenterBackground.exe,35.6,1.96
2026-07-19T04:14:08.286699,4,System,27.2,0.0
2026-07-19T04:14:18.478187,0,System Idle Process,1482.5,0.0
2026-07-19T04:14:18.478187,23808,python.exe,46.1,1.21
2026-07-19T04:14:18.478187,48812,chrome.exe,39.1,2.42
2026-07-19T04:14:18.478187,54720,OmenCommandCenterBackground.exe,28.8,1.95
2026-07-19T04:14:18.478187,4,System,24.9,0.0
2026-07-19T04:14:28.766462,0,System Idle Process,1507.4,0.0
2026-07-19T04:14:28.766462,23808,python.exe,46.2,1.22
2026-07-19T04:14:28.766462,48812,chrome.exe,35.8,2.42
2026-07-19T04:14:28.766462,4,System,34.4,0.0
2026-07-19T04:14:28.766462,54720,OmenCommandCenterBackground.exe,25.1,1.94
2026-07-19T04:14:38.874420,0,System Idle Process,1589.2,0.0
2026-07-19T04:14:38.874420,23808,python.exe,45.3,1.22
2026-07-19T04:14:38.874420,4,System,31.7,0.0
2026-07-19T04:14:38.874420,24500,QHActiveDefense.exe,12.8,1.18
2026-07-19T04:14:38.874420,48812,chrome.exe,10.0,2.41
2026-07-19T04:14:48.759917,0,System Idle Process,1550.7,0.0
2026-07-19T04:14:48.759917,23808,python.exe,41.9,1.22
2026-07-19T04:14:48.759917,48812,chrome.exe,39.2,2.42
2026-07-19T04:14:48.759917,4,System,24.5,0.0
2026-07-19T04:14:48.759917,54720,OmenCommandCenterBackground.exe,19.9,1.95
2026-07-19T04:14:57.708645,0,System Idle Process,1482.2,0.0
2026-07-19T04:14:57.708645,23808,python.exe,44.8,1.22
2026-07-19T04:14:57.708645,54720,OmenCommandCenterBackground.exe,25.6,1.94
2026-07-19T04:14:57.708645,4,System,25.1,0.0
2026-07-19T04:14:57.708645,78736,Code.exe,18.2,2.67
2026-07-19T04:15:07.731037,0,System Idle Process,1466.2,0.0
2026-07-19T04:15:07.731037,104872,Time.exe,57.0,1.03
2026-07-19T04:15:07.731037,23808,python.exe,35.0,1.22
2026-07-19T04:15:07.731037,54720,OmenCommandCenterBackground.exe,25.7,1.94
2026-07-19T04:15:07.731037,4,System,26.8,0.0
2026-07-19T04:15:15.182658,0,System Idle Process,1578.9,0.0
2026-07-19T04:15:15.182658,104872,Time.exe,57.8,1.01
2026-07-19T04:15:15.182658,23808,python.exe,29.6,1.22
2026-07-19T04:15:15.182658,54720,OmenCommandCenterBackground.exe,16.4,1.94
2026-07-19T04:15:15.182658,4,System,17.6,0.0
2026-07-19T04:15:22.553405,0,System Idle Process,1493.2,0.0
2026-07-19T04:15:22.553405,54720,OmenCommandCenterBackground.exe,35.3,1.94
2026-07-19T04:15:22.553405,23808,python.exe,30.4,1.22
2026-07-19T04:15:22.553405,104872,Time.exe,26.6,1.02
2026-07-19T04:15:22.553405,26636,explorer.exe,24.8,2.31
2026-07-19T04:18:32.686855,87360,Code.exe,0.0,5.17
2026-07-19T04:18:32.686855,65584,Code.exe,0.0,3.42
2026-07-19T04:18:32.686855,60000,chrome.exe,0.0,2.96
2026-07-19T04:18:32.686855,78736,Code.exe,0.0,2.81
2026-07-19T04:18:32.686855,75964,chrome.exe,0.0,2.51
2026-07-19T04:18:40.267655,0,System Idle Process,1552.2,0.0
2026-07-19T04:18:40.267655,78088,python.exe,47.1,1.21
2026-07-19T04:18:40.267655,104872,Time.exe,34.6,0.94
2026-07-19T04:18:40.267655,54720,OmenCommandCenterBackground.exe,31.5,1.96
2026-07-19T04:18:40.267655,66984,dwm.exe,25.1,1.54
2026-07-19T04:18:50.522580,0,System Idle Process,1491.9,0.0
2026-07-19T04:18:50.522580,104872,Time.exe,63.9,0.94
2026-07-19T04:18:50.522580,78088,python.exe,40.7,1.21
2026-07-19T04:18:50.522580,91168,chrome.exe,37.0,2.36
2026-07-19T04:18:50.522580,54720,OmenCommandCenterBackground.exe,30.7,1.96
2026-07-19T04:18:59.596253,0,System Idle Process,1412.9,0.0
2026-07-19T04:18:59.596253,104872,Time.exe,50.5,0.97
2026-07-19T04:18:59.596253,78088,python.exe,44.3,1.21
2026-07-19T04:18:59.596253,54720,OmenCommandCenterBackground.exe,28.2,1.96
2026-07-19T04:18:59.596253,4,System,27.8,0.0
2026-07-19T04:19:09.527234,0,System Idle Process,1572.6,0.0
2026-07-19T04:19:09.527234,104872,Time.exe,49.1,0.96
2026-07-19T04:19:09.527234,78088,python.exe,45.9,1.21
2026-07-19T04:19:09.527234,4,System,19.5,0.0
2026-07-19T04:19:09.527234,54720,OmenCommandCenterBackground.exe,14.8,1.96
2026-07-19T04:19:19.547537,0,System Idle Process,1578.4,0.0
2026-07-19T04:19:19.547537,104872,Time.exe,46.5,0.96
2026-07-19T04:19:19.547537,78088,python.exe,43.3,1.21
2026-07-19T04:19:19.547537,4,System,17.8,0.0
2026-07-19T04:19:19.547537,54720,OmenCommandCenterBackground.exe,13.6,1.96
2026-07-19T04:19:29.398338,0,System Idle Process,1546.8,0.0
2026-07-19T04:19:29.398338,104872,Time.exe,50.1,0.95
2026-07-19T04:19:29.398338,78088,python.exe,46.6,1.21
2026-07-19T04:19:29.398338,4,System,19.2,0.0
2026-07-19T04:19:29.398338,54720,OmenCommandCenterBackground.exe,12.3,1.96
2026-07-19T04:19:39.370760,0,System Idle Process,1354.9,0.0
2026-07-19T04:19:39.370760,104872,Time.exe,65.9,0.96
2026-07-19T04:19:39.370760,78088,python.exe,49.7,1.22
2026-07-19T04:19:39.370760,91236,ShellHost.exe,43.6,1.03
2026-07-19T04:19:39.370760,4,System,38.0,0.0
2026-07-19T04:19:52.008401,0,System Idle Process,1196.2,0.0
2026-07-19T04:19:52.008401,104872,Time.exe,74.2,0.95
2026-07-19T04:19:52.008401,78088,python.exe,48.5,1.22
2026-07-19T04:19:52.008401,48812,chrome.exe,38.6,2.52
2026-07-19T04:19:52.008401,4,System,39.7,0.0
2026-07-19T04:20:03.225220,0,System Idle Process,1209.8,0.0
2026-07-19T04:20:03.225220,48812,chrome.exe,67.3,2.49
2026-07-19T04:20:03.225220,4,System,53.8,0.0
2026-07-19T04:20:03.225220,78088,python.exe,45.6,1.22
2026-07-19T04:20:03.225220,54720,OmenCommandCenterBackground.exe,41.6,1.97
2026-07-19T04:20:13.709790,0,System Idle Process,1272.2,0.0
2026-07-19T04:20:13.709790,7632,chrome.exe,73.2,3.88
2026-07-19T04:20:13.709790,104872,Time.exe,52.2,0.94
2026-07-19T04:20:13.709790,48812,chrome.exe,50.2,2.49
2026-07-19T04:20:13.709790,78088,python.exe,44.4,1.22
2026-07-19T04:20:23.358436,0,System Idle Process,1467.0,0.0
2026-07-19T04:20:23.358436,104872,Time.exe,67.4,0.97
2026-07-19T04:20:23.358436,78088,python.exe,44.3,1.22
2026-07-19T04:20:23.358436,54720,OmenCommandCenterBackground.exe,33.9,1.97
2026-07-19T04:20:23.358436,4,System,28.2,0.0
2026-07-19T04:20:33.026901,0,System Idle Process,1487.4,0.0
2026-07-19T04:20:33.026901,104872,Time.exe,44.7,0.97
2026-07-19T04:20:33.026901,78088,python.exe,43.2,1.22
2026-07-19T04:20:33.026901,4,System,26.8,0.0
2026-07-19T04:20:33.026901,75964,chrome.exe,19.7,2.91
2026-07-19T04:20:42.705509,0,System Idle Process,1471.2,0.0
2026-07-19T04:20:42.705509,4,System,44.3,0.0
2026-07-19T04:20:42.705509,78088,python.exe,33.5,1.22
2026-07-19T04:20:42.705509,78736,Code.exe,25.2,2.61
2026-07-19T04:20:42.705509,7632,chrome.exe,18.9,2.71
2026-07-19T04:24:31.043600,87360,Code.exe,0.0,4.24
2026-07-19T04:24:31.043600,65584,Code.exe,0.0,3.1
2026-07-19T04:24:31.043600,60000,chrome.exe,0.0,2.96
2026-07-19T04:24:31.043600,78736,Code.exe,0.0,2.58
2026-07-19T04:24:31.043600,91168,chrome.exe,0.0,2.54
2026-07-19T04:24:39.945667,0,System Idle Process,1299.5,0.0
2026-07-19T04:24:39.945667,20536,git.exe,70.2,0.12
2026-07-19T04:24:39.945667,104872,Time.exe,67.6,0.96
2026-07-19T04:24:39.945667,4,System,37.1,0.0
2026-07-19T04:24:39.945667,54720,OmenCommandCenterBackground.exe,31.8,1.98
2026-07-19T04:24:47.288993,0,System Idle Process,1370.2,0.0
2026-07-19T04:24:47.288993,20536,git.exe,69.6,0.13
2026-07-19T04:24:47.288993,104872,Time.exe,66.5,0.95
2026-07-19T04:24:47.288993,78736,Code.exe,33.8,2.75
2026-07-19T04:24:47.288993,106564,python.exe,34.7,1.21
2026-07-19T04:24:55.352392,0,System Idle Process,1305.0,0.0
2026-07-19T04:24:55.352392,104872,Time.exe,70.5,0.94
2026-07-19T04:24:55.352392,20536,git.exe,67.6,0.13
2026-07-19T04:24:55.352392,7632,chrome.exe,55.8,2.66
2026-07-19T04:24:55.352392,106564,python.exe,48.2,1.21
2026-07-19T04:25:06.098220,0,System Idle Process,1264.2,0.0
2026-07-19T04:25:06.098220,104872,Time.exe,71.7,0.94
2026-07-19T04:25:06.098220,20536,git.exe,69.6,0.13
2026-07-19T04:25:06.098220,106564,python.exe,49.0,1.21
2026-07-19T04:25:06.098220,4,System,48.2,0.0
2026-07-19T04:25:16.871450,0,System Idle Process,1364.4,0.0
2026-07-19T04:25:16.871450,20536,git.exe,72.3,0.13
2026-07-19T04:25:16.871450,104872,Time.exe,68.7,0.97
2026-07-19T04:25:16.871450,106564,python.exe,49.5,1.21
2026-07-19T04:25:16.871450,4,System,30.8,0.0
2026-07-19T04:25:27.374264,0,System Idle Process,1364.0,0.0
2026-07-19T04:25:27.374264,104872,Time.exe,71.4,0.97
2026-07-19T04:25:27.374264,20536,git.exe,69.1,0.13
2026-07-19T04:25:27.374264,106564,python.exe,46.5,1.21
2026-07-19T04:25:27.374264,4,System,29.4,0.0
2026-07-19T04:25:37.904077,0,System Idle Process,1402.0,0.0
2026-07-19T04:25:37.904077,20536,git.exe,69.6,0.13
2026-07-19T04:25:37.904077,104872,Time.exe,67.4,0.96
2026-07-19T04:25:37.904077,106564,python.exe,48.5,1.21
2026-07-19T04:25:37.904077,4,System,27.8,0.0
2026-07-19T04:25:48.585788,0,System Idle Process,1402.3,0.0
2026-07-19T04:25:48.585788,104872,Time.exe,70.2,0.96
2026-07-19T04:25:48.585788,20536,git.exe,70.6,0.13
2026-07-19T04:25:48.585788,106564,python.exe,48.9,1.21
2026-07-19T04:25:48.585788,4,System,27.3,0.0
2026-07-19T04:25:59.126574,0,System Idle Process,1400.7,0.0
2026-07-19T04:25:59.126574,104872,Time.exe,70.1,0.95
2026-07-19T04:25:59.126574,106564,python.exe,46.7,1.21
2026-07-19T04:25:59.126574,4,System,32.0,0.0
2026-07-19T04:25:59.126574,24500,QHActiveDefense.exe,26.5,1.19
2026-07-19T04:26:09.646163,0,System Idle Process,1297.1,0.0
2026-07-19T04:26:09.646163,104872,Time.exe,71.7,0.95
2026-07-19T04:26:09.646163,37644,git.exe,66.1,0.16
2026-07-19T04:26:09.646163,106564,python.exe,48.9,1.21
2026-07-19T04:26:09.646163,4,System,43.0,0.0
2026-07-19T04:26:20.338825,0,System Idle Process,1357.1,0.0
2026-07-19T04:26:20.338825,37644,git.exe,68.8,0.17
2026-07-19T04:26:20.338825,104872,Time.exe,64.8,0.94
2026-07-19T04:26:20.338825,106564,python.exe,48.3,1.21
2026-07-19T04:26:20.338825,4,System,33.8,0.0
2026-07-19T04:26:31.147219,0,System Idle Process,1393.3,0.0
2026-07-19T04:26:31.147219,104872,Time.exe,61.8,0.94
2026-07-19T04:26:31.147219,106564,python.exe,47.8,1.21
2026-07-19T04:26:31.147219,4,System,32.4,0.0
2026-07-19T04:26:31.147219,75964,chrome.exe,16.8,2.6
2026-07-19T04:26:42.065109,0,System Idle Process,1412.5,0.0
2026-07-19T04:26:42.065109,64136,git.exe,95.5,0.39
2026-07-19T04:26:42.065109,104872,Time.exe,67.0,0.97
2026-07-19T04:26:42.065109,106564,python.exe,50.2,1.21
2026-07-19T04:26:42.065109,4,System,30.5,0.0
2026-07-19T04:26:52.797109,0,System Idle Process,1296.0,0.0
2026-07-19T04:26:52.797109,64136,git.exe,282.0,0.94
2026-07-19T04:26:52.797109,104872,Time.exe,68.1,0.97
2026-07-19T04:26:52.797109,106564,python.exe,47.5,1.21
2026-07-19T04:26:52.797109,4,System,30.0,0.0
2026-07-19T04:27:03.602596,0,System Idle Process,1135.5,0.0
2026-07-19T04:27:03.602596,64136,git.exe,316.6,1.13
2026-07-19T04:27:03.602596,104872,Time.exe,78.1,0.97
2026-07-19T04:27:03.602596,106564,python.exe,48.6,1.21
2026-07-19T04:27:03.602596,4,System,33.4,0.0
2026-07-19T04:27:14.974966,0,System Idle Process,1235.3,0.0
2026-07-19T04:27:14.974966,64136,git.exe,94.0,0.51
2026-07-19T04:27:14.974966,104872,Time.exe,73.6,0.96
2026-07-19T04:27:14.974966,106564,python.exe,48.5,1.21
2026-07-19T04:27:14.974966,4,System,27.6,0.0
2026-07-19T04:27:25.324903,0,System Idle Process,1401.6,0.0
2026-07-19T04:27:25.324903,64136,git.exe,93.3,1.02
2026-07-19T04:27:25.324903,104872,Time.exe,68.2,0.96
2026-07-19T04:27:25.324903,106564,python.exe,48.9,1.21
2026-07-19T04:27:25.324903,4,System,32.7,0.0
2026-07-19T04:27:35.604288,0,System Idle Process,1401.4,0.0
2026-07-19T04:27:35.604288,64136,git.exe,93.8,0.95
2026-07-19T04:27:35.604288,104872,Time.exe,69.1,0.95
2026-07-19T04:27:35.604288,106564,python.exe,49.0,1.21
2026-07-19T04:27:35.604288,4492,MemCompression,31.4,0.2
